Name,Stars,Cuisine,Currency_Type,Region,Mid_Point,coor,Latitude,Longitude,Country
L'ApartÈ,One,Contemporary French,CHF,Geneve-Region,90.83,"46.2133500,6.1454770",46.21335,6.145477,Switzerland
Neue Blumenau,One,Country Cooking,CHF,Sankt-Gallen-Region,102.9,"47.4942875,9.3530044",47.4942875,9.3530044,Switzerland
Didier de Courten,Two,Contemporary French,CHF,Wallis,204.75,"46.2931447,7.5325274",46.2931447,7.5325274,Switzerland
RitzCoffier,One,French,CHF,Nidwalden,153.3,"46.9968400,8.3804990",46.99684,8.380499,Switzerland
Le Chat-BottÈ,One,Contemporary French,CHF,Geneve-Region,139.12,"46.2091244,6.1499014",46.2091244,6.1499014,Switzerland
Truube,One,Country Cooking,CHF,Appenzell-Ausserrhoden,136.5,"47.3661606,9.4606828",47.3661606,9.4606828,Switzerland
Anne-Sophie Pic,Two,Creative,CHF,Vaud,246.75,"46.5081026,6.6297616",46.5081026,6.6297616,Switzerland
J‰gerhof,One,Contemporary ,CHF,Sankt-Gallen-Region,112.88,"47.4307920,9.3833953",47.430792,9.3833953,Switzerland
Taverne zum Sch‰fli,Two,Classic French,CHF,Thurgau,162.22,"47.5957416,9.0325819",47.5957416,9.0325819,Switzerland
Schloss Schauenstein,Three,Creative,CHF,Graubunden,270.38,"46.7212336,9.4461607",46.7212336,9.4461607,Switzerland
Traube,One,Classic French,CHF,Solothurn-Region,130.2,"47.3630688,7.8953583",47.3630688,7.8953583,Switzerland
L'Etoile - Nova,One,Contemporary French,CHF,Fribourg-Region,141.22,"46.6193300,7.1637400",46.61933,7.16374,Switzerland
1904 Designed by Lagonda,One,Contemporary ,CHF,Zurich-Region,156.45,"47.3754184,8.5368718",47.3754184,8.5368718,Switzerland
Jakobs ESSZIMMER,One,Contemporary ,CHF,Sankt-Gallen-Region,131.25,"47.2268294,8.8164494",47.2268294,8.8164494,Switzerland
Panorama - Cayenne,One,Contemporary French,CHF,Bern-Region,131.78,"46.7872121,7.6208457",46.7872121,7.6208457,Switzerland
Ecco St. Moritz,Two,Creative,CHF,Graubunden,254.62,"46.4776485,9.8109132",46.4776485,9.8109132,Switzerland
La Maison du Village,One,Creative,CHF,Neuchatel,81.9,"46.8871524,6.7634007",46.8871524,6.7634007,Switzerland
the K by Tim Raue,One,Asian,CHF,Graubunden,190.05,"46.4992070,9.8411250",46.499207,9.841125,Switzerland
La Riva,One,Contemporary French,CHF,Graubunden,126,"46.7356712,9.5465490",46.7356712,9.546549,Switzerland
Einstein Gourmet,Two,Creative,CHF,Sankt-Gallen-Region,199.5,"47.4215300,9.3754612",47.42153,9.3754612,Switzerland
Tosca,One,Tuscan,CHF,Geneve-Region,136.5,"46.2026940,6.1584010",46.202694,6.158401,Switzerland
MEGU,One,Japanese,CHF,Bern-Region,134.4,"46.4760534,7.2888129",46.4760534,7.2888129,Switzerland
7132 Silver,Two,Creative,CHF,Graubunden,288.75,"46.6226102,9.1812990",46.6226102,9.181299,Switzerland
Le Bocca,One,Contemporary ,CHF,Neuchatel,133.88,"47.0126696,6.9859840",47.0126696,6.985984,Switzerland
Domaine de Ch‚teauvieux,Two,Creative,CHF,Geneve-Region,214.2,"46.2015660,6.0388597",46.201566,6.0388597,Switzerland
Table de Mary,One,Classic French,CHF,Vaud,105,"46.7805395,6.6676826",46.7805395,6.6676826,Switzerland
Sternen - Badstube,One,Classic,CHF,Zurich-Region,100.28,"47.4110124,8.6454555",47.4110124,8.6454555,Switzerland
L'OURS,One,Contemporary ,CHF,Wallis,133.88,"46.3075979,7.4598671",46.3075979,7.4598671,Switzerland
Du Cerf,One,Classic French,CHF,Bern-Region,141.75,"47.1963123,7.1783383",47.1963123,7.1783383,Switzerland
EquiTable im Sankt Meinrad,One,Contemporary ,CHF,Zurich-Region,126,"47.3778700,8.5211900",47.37787,8.52119,Switzerland
mesa,One,Contemporary ,CHF,Zurich-Region,123.38,"47.3833598,8.5432384",47.3833598,8.5432384,Switzerland
Le Flacon,One,Contemporary ,CHF,Geneve-Region,80.33,"46.1834139,6.1417842",46.1834139,6.1417842,Switzerland
Mammertsberg,One,Classic French,CHF,Thurgau,131.25,"47.4860811,9.3919806",47.4860811,9.3919806,Switzerland
Le PÈrolles,One,Classic French,CHF,Fribourg-Region,129.15,"46.8019356,7.1514413",46.8019356,7.1514413,Switzerland
The Restaurant,Two,Creative,CHF,Zurich-Region,215.25,"47.3727776,8.5729094",47.3727776,8.5729094,Switzerland
Steinhalle,One,Creative,CHF,Bern-Region,122.85,"46.9430100,7.4487553",46.94301,7.4487553,Switzerland
Le Pont de Brent,Two,Contemporary French,CHF,Vaud,180.08,"46.4589409,6.9008952",46.4589409,6.9008952,Switzerland
Osteria TRE,One,Italian,CHF,Basel-Landschaft,154.88,"47.4599385,7.7415822",47.4599385,7.7415822,Switzerland
Le 42,One,Contemporary French,CHF,Wallis,112.88,"46.1819687,6.8748234",46.1819687,6.8748234,Switzerland
20/20 by Mˆvenpick,One,Contemporary ,CHF,Zurich-Region,147,"47.3710447,8.5375974",47.3710447,8.5375974,Switzerland
La Vetta,One,Contemporary ,CHF,Graubunden,117.6,"46.7774388,9.6692879",46.7774388,9.6692879,Switzerland
Gasthaus Zur Fernsicht - Incantare,Two,Classic,CHF,Appenzell-Ausserrhoden,177.97,"47.4460884,9.5319821",47.4460884,9.5319821,Switzerland
La Table d'Adrien,One,Contemporary,CHF,Wallis,181.12,"46.1035433,7.2246987",46.1035433,7.2246987,Switzerland
Gasthaus Zum Gupf,One,Classic French,CHF,Appenzell-Ausserrhoden,119.18,"47.4308300,9.4910471",47.43083,9.4910471,Switzerland
Chesa St¸va Colani,One,Regional,CHF,Graubunden,102.38,"46.5860820,9.9378790",46.586082,9.937879,Switzerland
Sonne,One,French,CHF,Bern-Region,117.6,"47.0886297,7.3756662",47.0886297,7.3756662,Switzerland
Schl¸ssel,One,Mediterranean,CHF,Basel-Landschaft,120.75,"47.5140163,7.5560046",47.5140163,7.5560046,Switzerland
La ChaumiËre by Serge Labrosse,One,Contemporary French,CHF,Geneve-Region,106.58,"46.1623994,6.1476365",46.1623994,6.1476365,Switzerland
After Seven,One,Creative,CHF,Wallis,186.9,"46.0219620,7.7478621",46.021962,7.7478621,Switzerland
Le CafÈ Suisse,One,Contemporary ,CHF,Vaud,160.65,"46.2503337,7.0155428",46.2503337,7.0155428,Switzerland
Le Cigalon,One,Seafood,CHF,Geneve-Region,112.35,"46.1991216,6.2209024",46.1991216,6.2209024,Switzerland
Vivanda,One,Creative,CHF,Graubunden,231,"46.6539661,10.0336936",46.6539661,10.0336936,Switzerland
Ornellaia,One,Italian,CHF,Zurich-Region,105,"47.3723753,8.5377181",47.3723753,8.5377181,Switzerland
Zum ƒusseren Stand,One,Contemporary,CHF,Bern-Region,96.08,"46.9487760,7.4458715",46.948776,7.4458715,Switzerland
The Japanese Restaurant,One,Japanese,CHF,Uri,158.55,"46.6363781,8.5947275",46.6363781,8.5947275,Switzerland
Zur Gedult,One,International,CHF,Bern-Region,123.38,"47.0572771,7.6266325",47.0572771,7.6266325,Switzerland
Guarda Val,One,Regional,CHF,Graubunden,115.5,"46.7115885,9.5403887",46.7115885,9.5403887,Switzerland
Il Lago,One,Italian,CHF,Geneve-Region,244.12,"46.2069987,6.1470330",46.2069987,6.147033,Switzerland
Maison Manesse,One,Creative,CHF,Zurich-Region,123.38,"47.3651058,8.5211807",47.3651058,8.5211807,Switzerland
Lˆwen - Apriori,One,Mediterranean,CHF,Zurich-Region,127.05,"47.2684502,8.8187550",47.2684502,8.818755,Switzerland
Alpine Gourmet Prato Borni,One,Creative,CHF,Wallis,102.38,"46.0198173,7.7462776",46.0198173,7.7462776,Switzerland
Memories,Two,Contemporary ,CHF,Sankt-Gallen-Region,309.75,"47.0000505,9.5027533",47.0000505,9.5027533,Switzerland
dasRestaurant,One,Contemporary ,CHF,Bern-Region,117.6,"46.7446860,7.6342470",46.744686,7.634247,Switzerland
IGNIV by Andreas Caminada,Two,Creative,CHF,Graubunden,225.75,"46.4977033,9.8412809",46.4977033,9.8412809,Switzerland
Denis Martin,One,Creative,CHF,Vaud,240.45,"46.4583989,6.8485824",46.4583989,6.8485824,Switzerland
L'Ermitage,One,Classic,CHF,Vaud,220.5,"46.5277284,6.4694431",46.5277284,6.4694431,Switzerland
Adelboden,Two,Classic French,CHF,Schwyz,178.5,"47.0611802,8.6212395",47.0611802,8.6212395,Switzerland
Glow by Armin Amrein,One,Contemporary French,CHF,Graubunden,138.6,"46.8024613,9.8354763",46.8024613,9.8354763,Switzerland
Gasthaus zum Kreuz,One,Classic,CHF,Nidwalden,73.5,"46.9318556,8.3909240",46.9318556,8.390924,Switzerland
La Bottega,One,Italian,CHF,Geneve-Region,109.2,"46.2017507,6.1438513",46.2017507,6.1438513,Switzerland
Segreto,One,Creative,CHF,Sankt-Gallen-Region,136.5,"47.4507730,9.3964148",47.450773,9.3964148,Switzerland
IGNIV by Andreas Caminada,Two,Creative,CHF,Sankt-Gallen-Region,189,"47.0003991,9.5022986",47.0003991,9.5022986,Switzerland
Le MontBlanc,One,Contemporary French,CHF,Wallis,114.45,"46.3153104,7.4631886",46.3153104,7.4631886,Switzerland
Pavillon,Two,Classic French,CHF,Zurich-Region,169.05,"47.3670912,8.5395326",47.3670912,8.5395326,Switzerland
Schl¸ssel - Nidbergstube,One,Classic,CHF,Sankt-Gallen-Region,139.12,"47.0463482,9.4185999",47.0463482,9.4185999,Switzerland
Sens,One,Contemporary ,CHF,Luzern-Region,168,"47.0080210,8.4826863",47.008021,8.4826863,Switzerland
Bel Etage,One,Classic French,CHF,Basel-Stadt,123.38,"47.5558500,7.5864600",47.55585,7.58646,Switzerland
RICO'S,Two,Contemporary ,CHF,Zurich-Region,143.33,"47.3155646,8.5800672",47.3155646,8.5800672,Switzerland
DILL,One,Creative,ISK,Capital-Region-Iceland,108.42,"64.1443654,-21.9224430",64.1443654,-21.922443,Iceland
bhoga,One,Creative,SEK,Vastra-Gotaland,85.25,"57.7062968,11.9621856",57.7062968,11.9621856,Sweden
Agrikultur,One,Contemporary ,SEK,Stockholm-Region,131.45,"59.3493865,18.0568544",59.3493865,18.0568544,Sweden
Sushi Sho,One,Japanese,SEK,Stockholm-Region,86.35,"59.3411738,18.0496992",59.3411738,18.0496992,Sweden
Vollmers,Two,Creative,SEK,Skane,176,"55.6046295,12.9966953",55.6046295,12.9966953,Sweden
Ekstedt,One,Contemporary ,SEK,Stockholm-Region,123.2,"59.3367804,18.0746476",59.3367804,18.0746476,Sweden
Daniel Berlin,Two,Creative,SEK,Skane,192.5,"55.6125081,13.9928585",55.6125081,13.9928585,Sweden
PM & V‰nner,One,Creative,SEK,Kronoberg,143,"56.8788700,14.8045600",56.87887,14.80456,Sweden
28+,One,Contemporary ,SEK,Vastra-Gotaland,97.9,"57.6981746,11.9738899",57.6981746,11.9738899,Sweden
Operak‰llaren,One,Classic,SEK,Stockholm-Region,154,"59.3297218,18.0714692",59.3297218,18.0714692,Sweden
Thˆrnstrˆms Kˆk,One,Classic,SEK,Vastra-Gotaland,103.4,"57.6941383,11.9776207",57.6941383,11.9776207,Sweden
Oaxen Krog,Two,Creative,SEK,Stockholm-Region,253,"59.3225114,18.1017477",59.3225114,18.1017477,Sweden
FrantzÈn,Three,Contemporary ,SEK,Stockholm-Region,385,"59.3341785,18.0597905",59.3341785,18.0597905,Sweden
Koka,One,Contemporary ,SEK,Vastra-Gotaland,81.95,"57.6986003,11.9654719",57.6986003,11.9654719,Sweden
Gastrologik,Two,Creative,SEK,Stockholm-Region,198,"59.3336774,18.0808661",59.3336774,18.0808661,Sweden
Etoile,One,Creative,SEK,Stockholm-Region,165,"59.3494823,18.0437971",59.3494823,18.0437971,Sweden
AloÎ,Two,Creative,SEK,Stockholm-Region,231,"59.2842757,17.9856431",59.2842757,17.9856431,Sweden
SK Mat & M‰nniskor,One,Contemporary ,SEK,Vastra-Gotaland,81.4,"57.6969448,11.9833222",57.6969448,11.9833222,Sweden
Inari,One,Creative,EUR,Uusimaa,105.45,"60.1626535,24.9358645",60.1626535,24.9358645,Finland
Olo,One,Contemporary ,EUR,Uusimaa,147.63,"60.1681575,24.9548419",60.1681575,24.9548419,Finland
Palace,One,Contemporary ,EUR,Uusimaa,180.38,"60.1653411,24.9523269",60.1653411,24.9523269,Finland
Grˆn,One,Contemporary ,EUR,Uusimaa,71.04,"60.1645807,24.9326868",60.1645807,24.9326868,Finland
Ora,One,Contemporary ,EUR,Uusimaa,104.34,"60.1577649,24.9428237",60.1577649,24.9428237,Finland
Demo,One,Contemporary ,EUR,Uusimaa,94.35,"60.1648060,24.9416350",60.164806,24.941635,Finland
Kontrast,One,Scandinavian,NOK,Oslo-Region,140.25,"59.9224900,10.7507985",59.92249,10.7507985,Norway
Galt,One,Contemporary ,NOK,Oslo-Region,109.45,"59.9166459,10.7134413",59.9166459,10.7134413,Norway
Bare,One,Innovative,NOK,Hordaland,120.72,"60.3936426,5.3254854",60.3936426,5.3254854,Norway
Under,One,Creative,NOK,Agder,247.5,"58.0410997,7.1539087",58.0410997,7.1539087,Norway
Sabi Omakase,One,Sushi,NOK,Rogaland,164.45,"58.9699360,5.7433133",58.969936,5.7433133,Norway
FAGN,One,Contemporary ,NOK,Trondelag,151.25,"63.4339914,10.3964356",63.4339914,10.3964356,Norway
RE-NAA,Two,Creative,NOK,Rogaland,198,"58.9739705,5.7308447",58.9739705,5.7308447,Norway
Omakase by Vladimir Pak,One,Sushi,NOK,Oslo-Region,148.5,"59.9140832,10.7284624",59.9140832,10.7284624,Norway
Speilsalen,One,Contemporary,NOK,Trondelag,163.9,"63.4318652,10.3990453",63.4318652,10.3990453,Norway
Credo,One,Creative,NOK,Trondelag,165,"63.4421167,10.4356814",63.4421167,10.4356814,Norway
Statholdergaarden,One,Classic,NOK,Oslo-Region,163.07,"59.9093700,10.7430500",59.90937,10.74305,Norway
S¯ller¯d Kro,One,Contemporary ,DKK,Capital-Region,171.75,"55.8134465,12.4951512",55.8134465,12.4951512,Denmark
GastromÈ,One,Contemporary ,DKK,Central-Denmark,187.5,"56.1577805,10.2100150",56.1577805,10.210015,Denmark
Frederiksh¯j,One,Creative,DKK,Central-Denmark,225,"56.1248555,10.2086978",56.1248555,10.2086978,Denmark
108,One,Contemporary ,DKK,Capital-Region,119.25,"55.6777645,12.5981952",55.6777645,12.5981952,Denmark
formel B,One,Contemporary ,DKK,Capital-Region,108.38,"55.6706842,12.5355099",55.6706842,12.5355099,Denmark
RelÊ,One,Contemporary ,DKK,Capital-Region,103.5,"55.6930655,12.5433446",55.6930655,12.5433446,Denmark
a|o|c,Two,Contemporary ,DKK,Capital-Region,300,"55.6831544,12.5891470",55.6831544,12.589147,Denmark
Ti Trin Ned,One,Contemporary ,DKK,Southern-Denmark,206.25,"55.5597311,9.7548686",55.5597311,9.7548686,Denmark
JordnÊr,Two,Danish,DKK,Capital-Region,187.5,"55.7477515,12.5410691",55.7477515,12.5410691,Denmark
Dragsholm Slot Gourmet,One,Creative,DKK,Zealand,165,"55.7712360,11.3908050",55.771236,11.390805,Denmark
Alouette,One,Contemporary ,DKK,Capital-Region,119.25,"55.6627722,12.5758961",55.6627722,12.5758961,Denmark
Domestic,One,Contemporary ,DKK,Central-Denmark,120,"56.1590312,10.2118958",56.1590312,10.2118958,Denmark
Me|Mu,One,Contemporary ,DKK,Southern-Denmark,146.25,"55.7088364,9.5329065",55.7088364,9.5329065,Denmark
Frederiksminde,One,Creative,DKK,Zealand,153.75,"55.1244654,12.0477692",55.1244654,12.0477692,Denmark
Geranium,Three,Creative,DKK,Capital-Region,390,"55.7040847,12.5725289",55.7040847,12.5725289,Denmark
Kong Hans KÊlder,One,Classic French,DKK,Capital-Region,296.25,"55.6787423,12.5839958",55.6787423,12.5839958,Denmark
KOKS,Two,Creative,DKK,Faroe-Islands,255,"62.1366700,-7.0220250",62.13667,-7.022025,Denmark
Henne Kirkeby Kro,Two,Classic,DKK,Southern-Denmark,153.75,"55.7266717,8.2420292",55.7266717,8.2420292,Denmark
Marchal,One,Contemporary ,DKK,Capital-Region,109.5,"55.6806399,12.5846760",55.6806399,12.584676,Denmark
noma,Two,Creative,DKK,Capital-Region,375,"55.6833118,12.6106175",55.6833118,12.6106175,Denmark
Kokkeriet,One,Contemporary ,DKK,Capital-Region,143.25,"55.6876218,12.5849852",55.6876218,12.5849852,Denmark
Kiin Kiin,One,Thai,DKK,Capital-Region,110.25,"55.6918890,12.5574375",55.691889,12.5574375,Denmark
Alchemist,Two,Innovative,DKK,Capital-Region,375,"55.6940951,12.6137461",55.6940951,12.6137461,Denmark
Clou,One,Contemporary ,DKK,Capital-Region,255,"55.6899349,12.5752097",55.6899349,12.5752097,Denmark
Le Louis XV - Alain Ducasse ‡† l'HÙtel de Paris,Three,Mediterranean,EUR,Monaco-Region,310.8,"43.7392006,7.4273302",43.7392006,7.4273302,France
Vistamar,One,Contemporary ,EUR,Monaco-Region,138.2,"43.7385250,7.4259863",43.738525,7.4259863,France
Le Blue Bay,One,Creative,EUR,Monaco-Region,159.29,"43.7488966,7.4379746",43.7488966,7.4379746,France
Yoshi,One,Japanese,EUR,Monaco-Region,156.51,"43.7410100,7.4268500",43.74101,7.42685,France
JoÎl Robuchon Monte-Carlo,Two,Contemporary ,EUR,Monaco-Region,200.91,"43.7410100,7.4268500",43.74101,7.42685,France
Le Grill,One,Classic,EUR,Monaco-Region,158.18,"43.7393665,7.4271000",43.7393665,7.4271,France
Le Georges,One,Contemporary ,EUR,Centre-Val-De-Loire,112.67,"48.4440945,1.4833258",48.4440945,1.4833258,France
La Poule au Pot,One,Traditional,EUR,Ile-De-France,91.02,"48.8616966,2.3432641",48.8616966,2.3432641,France
Pages,One,Creative,EUR,Ile-De-France,147.08,"48.8711892,2.2969470",48.8711892,2.296947,France
L'Arcane,One,Contemporary ,EUR,Ile-De-France,113.78,"48.8893043,2.3418655",48.8893043,2.3418655,France
Hostellerie de Levernois,One,Contemporary ,EUR,Bourgogne-Franche-Comte,109.34,"46.9926504,4.8783198",46.9926504,4.8783198,France
L'Auberge de Bagatelle,One,Contemporary ,EUR,Pays-De-La-Loire,77.7,"47.9990983,0.2359126",47.9990983,0.2359126,France
Mavrommatis,One,Greek,EUR,Ile-De-France,88.8,"48.8403900,2.3511400",48.84039,2.35114,France
CÙtÈ Jardin,One,Creative,EUR,Centre-Val-De-Loire,73.82,"47.6803050,2.6294850",47.680305,2.629485,France
Le DuËze,One,Contemporary ,EUR,Occitanie,160.4,"44.4968400,1.3945700",44.49684,1.39457,France
Cyril Attrazic,One,Contemporary ,EUR,Occitanie,86.03,"44.7171160,3.2865534",44.717116,3.2865534,France
Auberge du Cheval Blanc,Two,Creative,EUR,Grand-Est,118.22,"49.0035310,7.7902036",49.003531,7.7902036,France
Le Saint-EstËve,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,144.3,"43.5234600,5.5003300",43.52346,5.50033,France
Abri,One,Contemporary ,EUR,Ile-De-France,49.95,"48.8778300,2.3493197",48.87783,2.3493197,France
Le CÈnacle,One,Contemporary ,EUR,Occitanie,82.7,"43.5994812,1.4413732",43.5994812,1.4413732,France
Le Vieux Logis,One,Contemporary ,EUR,Nouvelle-Aquitaine,108.23,"44.8755922,0.8303765",44.8755922,0.8303765,France
Le Jasmin,One,Contemporary ,EUR,Nouvelle-Aquitaine,72.15,"44.4008370,0.8099106",44.400837,0.8099106,France
L'Amaryllis,One,Creative,EUR,Bourgogne-Franche-Comte,88.8,"46.7565900,4.8198690",46.75659,4.819869,France
Yoshinori,One,Contemporary ,EUR,Ile-De-France,108.23,"48.8528439,2.3377712",48.8528439,2.3377712,France
Manoir de la Boulaie,One,Creative,EUR,Pays-De-La-Loire,122.1,"47.1906134,-1.4295477",47.1906134,-1.4295477,France
¿ Contre Sens,One,Contemporary ,EUR,Normandie,57.72,"49.1844865,-0.3655578",49.1844865,-0.3655578,France
Intuition,One,Creative,EUR,Normandie,54.95,"49.1143758,-1.0985467",49.1143758,-1.0985467,France
La Table d'Olivier Nasti,Two,Contemporary ,EUR,Grand-Est,174.83,"48.1385832,7.2655381",48.1385832,7.2655381,France
The Marcel,One,Mediterranean,EUR,Occitanie,72.15,"43.4026375,3.6981431",43.4026375,3.6981431,France
La Table de l'Alpaga,Two,Contemporary ,EUR,Auvergne-Rhone-Alpes,169.28,"45.8524300,6.6004500",45.85243,6.60045,France
Jean Sulpice,Two,Creative,EUR,Auvergne-Rhone-Alpes,194.25,"45.8398250,6.2107450",45.839825,6.210745,France
La Pyramide - Patrick Henriroux,Two,Contemporary ,EUR,Auvergne-Rhone-Alpes,154.85,"45.5168120,4.8667852",45.516812,4.8667852,France
TÍtedoie,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,107.12,"45.7591251,4.8232291",45.7591251,4.8232291,France
Au Vieux Couvent,One,Creative,EUR,Grand-Est,79.92,"48.3171000,7.7062000",48.3171,7.7062,France
La Table de l'Espadon,Two,Contemporary ,EUR,Ile-De-France,323.01,"48.8678300,2.3296840",48.86783,2.329684,France
Holen,One,Market,EUR,Bretagne,42.74,"48.1083775,-1.6762045",48.1083775,-1.6762045,France
Dan B.,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,93.8,"43.5389400,5.2921800",43.53894,5.29218,France
La ChaumiËre,One,Creative,EUR,Bourgogne-Franche-Comte,87.14,"47.0650970,5.4951285",47.065097,5.4951285,France
La Mirande,One,Classic,EUR,Provence-Alpes-Cote-Dazur,108.23,"43.9501900,4.8078500",43.95019,4.80785,France
Restaurant De Lauzun,One,Contemporary ,EUR,Occitanie,78.26,"43.4828877,3.4120006",43.4828877,3.4120006,France
Garopapilles,One,Contemporary ,EUR,Nouvelle-Aquitaine,71.6,"44.8418000,-0.5827000",44.8418,-0.5827,France
L'…puisette,One,Seafood,EUR,Provence-Alpes-Cote-Dazur,122.1,"43.2857334,5.3503153",43.2857334,5.3503153,France
Jacques Faussat,One,Traditional,EUR,Ile-De-France,73.26,"48.8830027,2.3066708",48.8830027,2.3066708,France
Auberge de la Tour,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,68.82,"44.7815228,2.3519351",44.7815228,2.3519351,France
Assiette Champenoise,Three,Creative,EUR,Grand-Est,235.88,"49.2476571,4.0040608",49.2476571,4.0040608,France
NESO,One,Creative,EUR,Ile-De-France,97.13,"48.8760763,2.3475649",48.8760763,2.3475649,France
Le Chantecler,One,Contemporary ,EUR,Provence-Alpes-Cote-Dazur,197.03,"43.6942650,7.2580223",43.694265,7.2580223,France
Rodolphe,One,Contemporary ,EUR,Normandie,71.6,"49.4437443,1.0924106",49.4437443,1.0924106,France
Le Quincangrogne,One,Contemporary ,EUR,Ile-De-France,74.93,"48.8838100,2.7358050",48.88381,2.735805,France
Ch‚teau de la Treyne,One,Classic,EUR,Occitanie,108.78,"44.8495343,1.5255049",44.8495343,1.5255049,France
Auberge St-Jean,One,Creative,EUR,Nouvelle-Aquitaine,83.25,"44.8134003,-0.1391379",44.8134003,-0.1391379,France
Umami,One,Creative,EUR,Grand-Est,111,"48.5809000,7.7432200",48.5809,7.74322,France
Le Montgomerie,Two,Creative,EUR,Auvergne-Rhone-Alpes,280.28,"45.4024300,6.6380270",45.40243,6.638027,France
G.a. au Manoir de RÈtival,One,Contemporary ,EUR,Normandie,120.99,"49.5250364,0.7330455",49.5250364,0.7330455,France
BrikÈtÈnia,One,Contemporary ,EUR,Nouvelle-Aquitaine,76.59,"43.4195200,-1.6059286",43.41952,-1.6059286,France
Jean-Claude Leclerc,One,Contemporary ,EUR,Auvergne-Rhone-Alpes,81.03,"45.7788281,3.0803939",45.7788281,3.0803939,France
Serge Vieira,Two,Creative,EUR,Auvergne-Rhone-Alpes,141.53,"44.8445059,3.0019755",44.8445059,3.0019755,France
